decade,score,halfcentury,year,number,author,title,generic subtitle,subtitle1,subtitle2,nouvelle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,count
1670s,1661-1680,1651-1700,1673,4,Bremond,Le Cercle ou conversations galantes,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,57,rw,con,,nobodies,ind,,3,,i2,y,n,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1673,15,Villedieu,Les Galanteries grenadines,0,unsubtitled,unsubtitled,0,Googlebooks,0,34,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1673,16,Villedieu,Nouvelles afriquaines,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,23,rw,con,,nobodies,fact,"pref, title",3,,i2,y,y,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1674,2,Aulnoy (??) ,Nouvelles d'Elisabeth,0,unsubtitled,unsubtitled,0,Googlebooks,0,76,rw,his,modern,somebodies,,,3,,i5,y,y,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1674,13,Sandras de Courtilz,Mmoires du temps,0,unsubtitled,unsubtitled,0,Googlebooks,0,39,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1675,2,An,Les Amours de Soliman Musta Feraga,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,11,rw,con,,somebodies,,,3,,i1,y,y,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1675,6,La Roche-Guilhen,Astrie ou Tamerlan,0,unsubtitled,unsubtitled,0,,0,26,rw,his,classical,somebodies,,,3,,i1,y,y,,,,,,parties,2,,,,,,,,1
1670s,1661-1680,1651-1700,1675,7,La Roche-Guilhen,Journal amoureux d'espagne,0,unsubtitled,unsubtitled,0,Googlebooks,0,47,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,parties,4,,,,,,,,1
1670s,1661-1680,1651-1700,1675,9,Saint-Ral,Mmoires DMLDM [de madame la duchesse de Mazarin],0,unsubtitled,unsubtitled,0,Googlebooks,0,21,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1677,1,Anon.,Les Mmoires de la vie de Madame de Ravezan,0,unsubtitled,unsubtitled,0,Googlebooks,0,54,rw,con,,nobodies,fact,pref,3,,i1,y,y,11,422,2,30,841,,,,,,,,,,1
1670s,1661-1680,1651-1700,1677,2,Assoucy (d'),Les Avantures de Monsieur d'Assoucy (and: Les Avantures d'Italie de Monsieur d'Assoucy),0,unsubtitled,unsubtitled,0,Googlebooks,0,69,rw,con,,somebodies,,,1,travel,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1677,4,Brmond,Le triomfe de l'amour sur le destin,0,unsubtitled,unsubtitled,0,EEBO (English trans.),0,22,rw,his,vague,nobodies,fict,other (fake kings),3,,0,,,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1677,37,Prechac,La Princesse d'Angleterre ou la duchesse reyne,0,unsubtitled,unsubtitled,0,Googlebooks,0,35,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1677,38,Prodez de Beragrem,Mmoires de Pierre-Franois ProdezÉ,0,unsubtitled,unsubtitled,0,Googlebooks,0,103,rw,con,,nobodies,fact,"title, pref",1,travel,i1,y,y,,,,,,chaps,20,,,,,,,,1
1670s,1661-1680,1651-1700,1677,39,Veiras,Histoire des Svarambes,0,unsubtitled,unsubtitled,0,Gallica,0,51,rw,con,,nobodies,fact,"title, pref",1,travel,i4,y,y,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,4,Anon.,Mmoires de Hollande,0,unsubtitled,unsubtitled,0,Googlebooks,0,51,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,8,Anon.,La Promenade de Livry,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,33,rw,con,,keyed nobodies,keyed,pref,3,,i5,y,y,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,9,Bremond,"Apologie, ou les vritables Mmoires de Madame Marie Mancini",0,unsubtitled,unsubtitled,0,Googlebooks,0,34,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,12,Chassipol,Histoire des Amazones,0,unsubtitled,unsubtitled,0,Googlebooks,0,32,rw,his,classical,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,13,Cotolendi,Mademoiselle de Tournon,0,unsubtitled,unsubtitled,0,Googlebooks,0,35,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,17,Lafayette,La Princesse de Clves,0,unsubtitled,unsubtitled,0,Gallica,0,56,rw,his,modern,combo,,,3,,i4,n,n,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,54,Mere,Les Avantures de Renaud et d'Armide,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,17,rw,his,literary,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,56,Prechac,Le Voyage de Fontainebleau,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,18,rw,con,,nobodies,fact,pref,1,narr,0,,,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,57,Prechac,Yolande de Sicile,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,25,rw,his,modern,combo,,,3,,0,,,,,,,,parties,2,,,,,,,,1
1670s,1661-1680,1651-1700,1678,59,Saliez,La Comtesse d'Isembourg,0,unsubtitled,unsubtitled,0,Googlebooks,0,18,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1678,60,Sandras de Courtilz,Nouvelles amoureuses et galantes,0,unsubtitled,unsubtitled,0,Googlebooks,0,19,rw,con,,nobodies,fact,"title, pref",1,frame,i5,n,n,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1679,3,Beaucourt,Le Courrier d'amour,0,unsubtitled,unsubtitled,0,Googlebooks,0,18,rw,con,,nobodies,fact,incipit,3,,i5,y,n,,,,,,,,,,,,,,,1
1670s,1661-1680,1651-1700,1679,4,Le Febvre,"Les Amours d'Antiocus, prince de Syrie",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,16,rw,his,classical,keyed somebodies,keyed,pref,3,,0,,,,,,,,0,,,,,,,,,1
1670s,1661-1680,1651-1700,1679,49,Rousseau,"Casimir, roy de Pologne",0,unsubtitled,unsubtitled,0,Googlebooks,0,37,rw,his,modern,somebodies,,,3,,i4,y,y,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1686,21,Montfalcon,"Les Disgrces de l'amour, ou le Mousquetaire Amant et Satyrique",0,unsubtitled,unsubtitled,0,BNF Tolbiac,0,14,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1686,23,Sandras de Courtilz,Les conquestes du marquis de Grana dans les Pays-Bas,0,unsubtitled,unsubtitled,0,Googlebooks,0,27,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1686,24,Sandras de Courtilz,"Les Dames dans leur naturel, ou la galanterie sans faon sous le rgne du grand Alcandre",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,33,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1687,3,Bedacier,Les Amours du cardinal richelieu,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,11,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1687,18,Sandras de Courtilz,Mmoires de Mr L.C.D.R.,0,unsubtitled,unsubtitled,0,Googlebooks,0,168,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1687,19,Villedieu,Annales galantes de grce,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,14,rw,his,classical,somebodies,,,3,,i2,y,n,2,112,0,0,207,parties,2,,,,,,,,1
1680s,1681-1700,1651-1700,1688,5,Boudin,"La Fameuse comdienne, ou Histoire de la Gurin, auparavant femme et veuve de Molire",0,unsubtitled,unsubtitled,0,Googlebooks,0,13,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1688,22,Nault,"Histoire de l'ancienne Bibracte,  prsent appel Autun",0,unsubtitled,unsubtitled,0,Gallica,0,21,rw,his,gallia,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1688,23,Nault,"La mort d'Ambiorixne, venge par celle de Jules Csar assassin par Brutus [É.]",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,10,rw,his,classical,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1689,1,An,Le Journal amoureux de la cour de Vienne,0,unsubtitled,unsubtitled,0,Googlebooks,0,24,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1689,2,An,Le Taureau bannal de Paris,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,24,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1689,4,Ferrand,Histoire nouvelle des amours de la jeune Blise et de Clante,0,unsubtitled,unsubtitled,0,Gallica,0,17,rw,con,,nobodies,ind,,3,,i2,y,n,2,91,1,61,168,parties,3,,,,,,,,1
1680s,1681-1700,1651-1700,1690,3,Aulnoy,"Histoire d'hypolite, comte de Duglas",0,unsubtitled,unsubtitled,0,Googlebooks,0,75,rw,his,modern,combo,,,3,,i6,n,n,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1690,8,Dubois de Chastenay,Arsne ou la vanit du monde,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,11,rw,uns,,nobodies,ind,,3,,i3,y,y,,,,,,0,,,,,,,,,1
1680s,1681-1700,1651-1700,1690,9,La Roche-Guilhen,Les intrigues amoureuses de quelques anciens grecs,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,14,rw,his,classical,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1680s,1681-1700,1651-1700,1690,10,Mailly,Les Disgrces des Amans,0,unsubtitled,unsubtitled,0,Googlebooks,0,24,rw,con,,nobodies,fact,pref,3,,i4,y,n,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,2a,An,Les dupes de l'amour: Julie,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,19,rw,uns,,keyed nobodies,keyed,pref,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,2b,,Les dupes de l'amour: Mariane,0,unsubtitled,unsubtitled,0,,0,19,rw,uns,,keyed nobodies,keyed,pref,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,4,An,"Histoire des amours du Marchal de Boufflers ou les intrigues galantes qu'il a eu depuis qu'il a command les armes du roi de France, jusqu' son mariage avec Mlle de Grammont",0,unsubtitled,unsubtitled,0,BNF Tolbiac,0,59,rw,con,,somebodies,,,3,,i4,y,n,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,7,Aulnoy,Mmoires secrets de Mr. L.D.D.O.,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,46,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,8,Baudot de Juilly,"Histoire de Catherine de France, reine d'Angleterre",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,35,rw,his,modern,somebodies,,,3,,0,,,,,,,,parties,4,,,,,,,,1
1690s,1681-1700,1651-1700,1696,9,Baudot de Juilly,Histoire secrte du conntable de Bourbon,0,unsubtitled,unsubtitled,0,BNF Tolbiac,0,31,rw,his,modern,somebodies,,,3,,0,,,,,,,,parties,2,,,,,,,,1
1690s,1681-1700,1651-1700,1696,17,La Force,"Histoire de Marguerite de Valois, reine de Navarre, soeur de franois I",0,unsubtitled,unsubtitled,0,Googlebooks,0,100,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,29,Saintonge,"Histoire secrte de Dom Antoine, roy de Portugal",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,20,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1696,31,Villiers,Les Mmoires de la vie du comte D*** avant sa retraite,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,140,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1697,11,Chevremont,Histoire et les aventures de Kemiski gorgienne,0,unsubtitled,unsubtitled,0,Googlebooks,0,62,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1697,13,Franckenstein,"Histoire des intrigues galantes de la reine Christine de Sude et de sa cour, pendant son sjour  rome",0,unsubtitled,unsubtitled,0,Googlebooks,0,60,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1697,20,Le Noble,Mylord Courtenay ou Histoire secrte des premires amours d'Elizabeth d'angleterre,0,unsubtitled,unsubtitled,0,Googlebooks,0,30,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1697,30,Murat,Mmoires de Madame la comtesse de M***,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,60,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,1,An,Les amans cloistrs ou l'Heureuse inconstance,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,13,rw,con,,nobodies,fact,incipit,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,5,An,Histoire des intrigues amoureuses du Pre Peters [É],0,unsubtitled,unsubtitled,0,BNF Arsenal,0,71,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,8,An,Les Princes rivaux,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,27,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,13,An,"Le Triomphe de la desse Monas ou l'histoire du portrait de Madame la Princesse de Conti, fille du roi",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,24,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,19,Le Noble,"Epicaris, ou l'histoire secrte de la conjuration de Pison contre Nron",0,unsubtitled,unsubtitled,0,Googlebooks,0,33,rw,his,classical,somebodies,,,3,,0,,,,,,,,parties,2,,,,,,,,1
1690s,1681-1700,1651-1700,1698,20,Le Noble,L'histoire secrete des plus fameuses conspirations,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,26,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,30,Morville de Champclos,L'oiseau de Trianon,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,10,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1698,33,Nodot,"Histoire de Mlusine, princesse de Lusignan, et de ses fils [É]",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,51,rw,his,literary,somebodies,,,3,,0,,,,,,,,chaps d,8,,,,,,,,1
1690s,1681-1700,1651-1700,1698,36,Quesnot de la Chenee,La femme dmasque ou l'amour peint selon l'usage nouveau,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,26,rw,con,,nobodies,fact,incipit,3,,i4,n,n,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,2,An,Histoire vritable de la duchesse de Chatillon,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,24,rw,con,,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,3,An,"L'Honneste homme et le sclrat. Savoir, si pour parvenir dans le monde il faut tre honnte homme ou sclrat",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,42,rw,con,,nobodies,ind,,3,,i2,y,y,2,131,0,0,328,parties,8,,,,,,,,1
1690s,1681-1700,1651-1700,1699,8,Baudot de Juilly,Relation historique et galante de l'invasion de l'Espagne par les Maures,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,130,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,11,Fenelon,"Suite du 4e livre de l'odysse d'Homre, ou les aventures de Tlmaque",0,unsubtitled,unsubtitled,0,,0,129,rw,his,literary,somebodies,,,3,,i2,y,n,4,336,2,36,1103,livres,10,,,,,,,,1
1690s,1681-1700,1651-1700,1699,13,Mailly,"L'heureux naufrage, suite des aventures et lettres galantes",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,26,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,18,Murat,Le voyage de campagne,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,42,rw,con,,nobodies,ind,,1,frame,i5,y,n,,,,,,livres,2,,,,,,,,1
1690s,1681-1700,1651-1700,1699,19,Nodot,Mmoires curieux et galants d'un voyage nouveau d'Italie,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,65,rw,con,,nobodies,fact,incipit,3,,i4,y,n,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,20,Nodot,"La Rivale travestie, ou les Aventures galantes arrives au camp de Compinge, avec tous les mouvements de l'Arme",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,46,rw,con,,nobodies,fact,pref,3,,i4,y,y,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1699,23,Sandras de Courtilz,"Mmoires de Gaspard, comte de Chavagnac",0,unsubtitled,unsubtitled,0,Googlebooks,0,105,rw,con,,somebodies,,,1,mem,0,,,,,,,,tome,2,,,,,,,,1
1690s,1681-1700,1651-1700,1699,24,Sandras de Courtilz,Mmoires de messire Jean-Baptiste de la Fontaine,0,unsubtitled,unsubtitled,0,Googlebooks,0,100,rw,con,,somebodies,,,1,mem,0,,,,,,,,livres,10,,,,,,,,1
1690s,1681-1700,1651-1700,1700,6,An,les Maris  la mode ou conversations nouvelles et galantes,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,35,rw,con,,nobodies,ind,,1,narr,0,,,,,,,,0,,,,,,,,,1
1690s,1681-1700,1651-1700,1700,12,Bedacier,"Mmoires secrets de la cour de Charles VII, roi de France",0,unsubtitled,unsubtitled,0,googlebooks,0,70,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,parties,2,,,,,,,,1
1690s,1681-1700,1651-1700,1700,13,Freschot,Relation historique de l'amour de l'empereur du Maroc pour Madame la princesse douairire de Conty,0,unsubtitled,unsubtitled,0,Googlebooks,0,30,rw,con,,somebodies,,,E,E1,n/a,,,,,,,,n/a,,,,,,,,,1
1690s,1681-1700,1651-1700,1700,20,Nodot,"Histoire de Geofroy, surnomm  la grand'dent",0,unsubtitled,unsubtitled,0,Googlebooks,0,38,rw,his,modern,somebodies,,,3,,i2,y,y,,,,,,chaps d,5,,,,,,,,1
1690s,1681-1700,1651-1700,1700,23,Sandras de Courtilz,Mmoires de Mr. D'Artagnan,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,500,rw,con,,somebodies,,,1,mem,0,,,,,,,,0,,,,,,,,,1
1700s,1701-1720,1701-1750,1706,4,An,Le Petrone almand [sic],0,unsubtitled,unsubtitled,0,Googlebooks,0,25,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,Y,N,N,action,,"2,5",1
1700s,1701-1720,1701-1750,1706,8,Le Coq-Madeleine,"La fidlit couronne, ou l'histoire de Parmenide, Prince de Macdoine",0,unsubtitled,unsubtitled,0,Googlebooks,0,42,rw,his,vague,nobodies,fict,other (fake kings),3,,i1,y,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",1
1700s,1701-1720,1701-1750,1707,5,An,"Le langage des muets, ou les promenades anglaises",0,unsubtitled,unsubtitled,0,Googlebooks,0,53,rw,con,,nobodies,fact,pref,1,obs,,,,,,,,,0,,,,,,,,,1
1700s,1701-1720,1701-1750,1707,6,An,"Nouvelle cole publique des finances, ou l'art de voler sans ailes; Les partisans demasquez",0,unsubtitled,unsubtitled,0,Googlebooks,0,88,rw,con,,nobodies,fact,pref,1,frame,i4,y,,,,,,,parties,2,,,,,,,,1
1700s,1701-1720,1701-1750,1707,10,Courtilz,"La guerre d'espagne, de Baviere, et de Flandre, ou mmoires du marquis D***",0,unsubtitled,unsubtitled,0,Googlebooks,0,164,rw,con,,somebodies,,,1,travel,0,,,,,,,,0,,,,,,,,,1
1700s,1701-1720,1701-1750,1708,2,An,"L'amour dgag, ou les avantures de Dom FremalÉ",0,unsubtitled,unsubtitled,0,Googlebooks,0,16,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,aventures ,6,N,N,N,N,action,,5,1
1700s,1701-1720,1701-1750,1708,15,Bordelon,"Mital, ou Avantures incroyables É",0,unsubtitled,unsubtitled,0,googlebooks,0,94,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,1
1700s,1701-1720,1701-1750,1709,3,An,Les Beaux jours de La Haie,0,unsubtitled,unsubtitled,0,googlebooks,0,45,rw,con,,nobodies,fact,pref,1,frame,i5,y,,,,,,,0,,,,,,,,,1
1700s,1701-1720,1701-1750,1709,4,An,Les coups imprvus de l'amourÉ,0,unsubtitled,unsubtitled,0,http://nbn-resolving.org/urn:nbn:de:gbv:3:1-165890,0,38,rw,con,,nobodies,fact,incipit,1,obs,0,,,,,,,,0,,,,,,,,,1
1700s,1701-1720,1701-1750,1709,6,An,"L'cureuil de la cour, ou Veilles divertissantes",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,36,rw,con,,nobodies,ind,,3,,i5,y,,,,,,,0,,N,N,N,N,action,,5,1
1700s,1701-1720,1701-1750,1709,7,An,La Flandre galante,0,unsubtitled,unsubtitled,0,googlebooks,0,44,rw,con,,nobodies,fact,"title, pref",3,,0,,,,,,,,parties,2,N,N,Y,Y,action,,"4,3,5",1
1700s,1701-1720,1701-1750,1709,11,An,"Le Nouveau criticon, ou les faiblesses franaises",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,17,rw,con,,nobodies,fact,pref,3,,i5,n,,,,,,,chaps o,11,N,N,N,Y,action,,"4,5",1
1700s,1701-1720,1701-1750,1709,16,Bordelon,Le voyage forc de Becafort,0,unsubtitled,unsubtitled,0,googlebooks,0,78,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,1
1700s,1701-1720,1701-1750,1710,5,Bordelon,L'histoire des imaginations extravagantes de M. Oufle causes par  la lecture des livres...,0,unsubtitled,unsubtitled,0,Googlebooks,0,140,rw,con,,nobodies,fact,"pref, incipit",3,,0,,,,,,,,chaps d,31,Y,N,Y,N,action,,"1,3,4,5",1
1700s,1701-1720,1701-1750,1710,16,Tyssot de Patot,Voyages et avantures de Jaques [sic] Mass,0,unsubtitled,unsubtitled,0,Gallica,0,98,rw,con,,nobodies,fact,pref,1,travel,i4,y,,,,,,,chaps d,16,,,,,,,,1
1700s,1701-1720,1701-1750,1710,17,Zoutelandt,Mmoires de la famille et de la vie de Madame ***,0,unsubtitled,unsubtitled,0,Googlebooks,0,69,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,0,,,,,,,,,1
1710s,1701-1720,1701-1750,1716,6,An,"Nouvelle histoire de Genghiskan, conqurant de l'Asie",0,unsubtitled,unsubtitled,0,Googlebooks,0,27,rw,his,modern,somebodies,,,3,,i4,n,,,,,,,chaps,5,N,N,Y,N,action,,"3,5",1
1710s,1701-1720,1701-1750,1716,12,Courtilz,Aventures de la comtesse de Strasbourg,0,unsubtitled,unsubtitled,0,Googlebooks,0,38,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,0,,N,N,N,N,action,,5,1
1710s,1701-1720,1701-1750,1716,13,Dubois de Chastenay,"Uranie, ou les secours inopins de la providence",0,unsubtitled,unsubtitled,0,Googlebooks,0,15,rw,uns,,nobodies,ind,,3,,0,,,,,,,,parties,3,N,N,N,N,action,,5,1
1710s,1701-1720,1701-1750,1716,18,Moreau de Bresy,"Mmoires politiques, amusants, et satiriques",0,unsubtitled,unsubtitled,0,Gallica,0,134,rw,con,,somebodies,,,1,mem,0,,,,,,,,0,,,,,,,,,1
1710s,1701-1720,1701-1750,1716,19,Sacy,"Histoire du Marquis de Clemes, et du chevalier de Pervanes",0,unsubtitled,unsubtitled,0,Googlebooks,0,31,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",1
1710s,1701-1720,1701-1750,1717,8,Le Roy,"Le Momus franais, ou les aventures divertissantes du duc de Roquelaure",0,unsubtitled,unsubtitled,0,googlebooks,0,17,rw,con,,nobodies,fact,title,3,,0,,,,,,,,aventures,20,N,N,Y,N,action,,"3,5",1
1710s,1701-1720,1701-1750,1718,2,Androl,"Les gnies assistants, et gnomes irreconciliables, ou suite au comte de Gabalis",0,unsubtitled,unsubtitled,0,googlebooks,0,29,rw,con,,nobodies,ind,,1,narr,0,,,,,,,,parties,2,,,,,,,,1
1710s,1701-1720,1701-1750,1718,3,Chancierges,"Les avantures de Noptolme, fils d'Achille",0,unsubtitled,unsubtitled,0,googlebooks,0,30,rw,his,literary,somebodies,,,3,,i2,y,,,,,,,livres,8,N,N,Y,N,action,,"3,5",1
1710s,1701-1720,1701-1750,1719,2,Gomez,Histoire secrte de la conqute de Grenade,0,unsubtitled,unsubtitled,0,Googlebooks,0,38,rw,his,modern,combo,,,3,,i4,y,,,,,,,livres,10,N,N,Y,N,action,,"3,5",1
1710s,1721-1740,1701-1750,1720,2,An,"Clandre et Caliste, ou l'amour vritable",0,unsubtitled,unsubtitled,0,BNF Arsenal,0,30,rw,uns,,nobodies,fict,pref,3,,0,,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",1
1710s,1721-1740,1701-1750,1720,3 bis,An,"Histoire du connetable de Lune, favori, et premier ministre de Jean II, roi de Castille et de Leon",0,unsubtitled,unsubtitled,0,Googlebooks,0,48,rw,his,modern,somebodies,,,3,,0,,,,,,,,livres,10,Y,N,Y,Y,action,,"1,3,4,5",1
1710s,1721-1740,1701-1750,1720,6,Chron de Boismorand,Histoire amoureuse et tragique des princesses de Bourgogne,0,unsubtitled,unsubtitled,0,Googlebooks,0,55,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,Y,N,Y,N,scene,,"1,3,5",1
1710s,1721-1740,1701-1750,1720,10,Le Brun,Les Avantures de Calliope,0,unsubtitled,unsubtitled,0,BNF Arsenal,0,27,rw,con,,nobodies,fact,pref,3,,i4,y,,,,,,,0,,N,N,Y,N,action,,"3,5",1
